Iteration,Accuracy,Weight Decay
0,0.48,0.09450327525753811
1,0.48,0.08950625276439095
2,0.48,0.08450923027124378
3,0.48,0.0795122077780966
4,0.48,0.07451518528494944
5,0.48,0.06951816279180226
6,0.48,0.0645211402986551
7,0.48,0.05952411780550792
8,0.48,0.05452709531236075
9,0.48,0.04953007281921358
10,0.48,0.04453305032606641
11,0.48,0.03953602783291924
12,0.48,0.03453900533977207
13,0.48,0.029541982846624903
14,0.48,0.024544960353477724
15,0.48,0.019547937860330558
16,0.48,0.014550915367183392
17,0.48,0.009553892874036213
18,0.48,0.004556870380889047
19,0.7636781609195402,-0.0004401521122581187
